name,desc,rating
 rachvianti puteri ," bagus bangett, buat kulit berminyak juga oke menghaluskan, melembabkan dan bikin cerah juga mengurangi bekas jerawat pokoknyaaa dabessssstttt sekaliii  ",5.0
 osalia hardhani ," Awalnya cuma nyobain tapi ahirnya nagih buat repurchase lagii dan lagiii , wanginya calming padahal dia no fragarance. Sukaaaa banget sm oil satu ini  ",5.0
 Fenny M ," cocok banget buat aku.. dulu suka ganti2 product tapi skr nyantol di oil serum ini krn bener2 cocok.. buat yg oily skin, pakenya dikit aja ya bestie.. ",4.8
 nathania s ," five stars buat bio beauty lab. udah purchase 3x. acne 1x dan luxurious 2x.. acne itu baunya kayak obat, kl ini wangi kayak oud. enak banget. teksturnya suka bkin moist ",5.0
 michelle esther , Oil yg ini wanginya enak banget!!!! Tp utk efek sih biasa aja di aku kayaknya gada efek apa2. Aku lbh ada efek klo pake yg kuning dibanding yg ini. Yg ini kayaknya cuma utk lembabin aja? ,4.5
 Firsta KurniaRomadhoni , Wah gak ngerti mau gimana nyeritainnya kalau aku bener bener jatuh cinta sama oil ini. Sampai gak taubudah repurchase yg ke berapa botol ini 😅 bener bener ngaruh bikin kulit keluaran radiance sama glowing.  ,5.0
 Martina Manullang , kecil - kecil khasiatnya luar biasa. karena covid sering berjemur dan kulit wajah ku penuh dengan flek hitam. pakai serum ini memudarkan flek hitam yang diwajah. serum ini recomended bangtttt ,5.0
 Emilia Indriafeni ," udah repurchase iniiii saking sukanya hihii. sebenernya lebih murah emang kalo beli yg 20ml, tp harganya itu kok yaaa woww. ini aja beli pas ada voucher akhirnya kesampean. cocok bgttt sama inii luvvv ",4.3
 Anin Wahdani ," berdasarkan review para beauty blogger sih sangat efektif yaa produknya, tapi aku sendiri belom nyobain sih, buat harga lumayan merogoh kocek ya bund hehe ",4.3
 amy shaomi ," TER- THE BEST bgt sih ini mah udah gak bisa berkata2 lagi best bgt!!! walaupun kulit sensitif dan kombinasi sekalipun tuh cucok gt, gak ngerti lg deh nih produk terbuat dr apa🥲🥲 ya untuk harganya sih pricey ya tapi worth it lah. udah ngabisin 3 botol ",5.0
 Shinta Lie , Have been using this since 2019 and it works well.. ga bikin iritasi atau ga cocok pdahal kulit gw sensitippp bangetsss.. have a try and see the difference  ,5.0
 Talitha Diar Salsabila ," What can i say?? This product is my skin savior❤️‍🔥 very versatile, solusi dari segala permasalahan kulit😚👍👍. Di kulit aku bantu ngurangin kemerahan & bekas jerawat ",5.0
 cilla frederika ," Udh g tau lg botol ke berapa, tp yg jelas ini bagus dan cocok bgt di kulitku yg sensitif. Cuma pake oil ini aja, gak pake apa2 lg kecuali pas pagi ketambahan sunblock ",5.0
 Nadya Erine ," Beli ini karna diracunin temen katanya bagus buat bekas2 jerewi. Udah semingguan pake dan uda kelihatan works nya bekas2 mulai memudar. Teksturnya cair, nggak lengket sama sekali, wangi lemonnya tercium kuat, tapi nggak annoying, malah membuat efek soothing pas dihirup. Minyaknya mudah meresap ke kulit. Oil ini ku mix sama moisturizer dear me. Dipakai tiap malem.  ",5.0
 Thalita Zahra ," Packagingnya bagus, ada pipet juga jadi gampang aplikasiinnya. Awalnya ragu karena ini oil, takut malah nyumbat pori dan bikin jerawatan. Tapi surprisingly pas pake minyaknya ga yang kerasa berat dimuka, ringan banget. Lebih enak kalau dicampur sama serum gitu sih biar ga begitu kerasa oily-nya.. cukup 1-2 tetes aja. Kalau abis pake ini.. bangun tidur tuh lembab.. tapi ga minyakan. Pas aja gitu! ",4.0
 ida wati ," aduhhhhh cinta banget sama Face oil ini, dari tekstur sampe aromanya aku suka. Dimuka aku yg kombinasi ini membuat kulitku terasa lembab tapi T zone tetep aman, g jadi gudang minyak. ",4.5
 Afifah L ," pas diaplikasikan ke muka ga lengket dan melembabkan, kalo di aku menyerapnya cukup lama, efektifnya bikin lembab dan jerawat sembuh cuma ga mencegah jerawat ",4.5
 sabina salsabila , so far so good!!!!!!!!! bagus banget pokonya recommend banget dan banyak promo jugaaaaa wah senangnyaaaaaaaaaaaaaaaaa pasti bakal langganan banget pokonya bio beautylab i ,5.0
 Prada Sari ," Ini bagus bangetsihh, meski pemakaian baru semingguan but it really works on my skin!!!! Wanginya juga ga mengganggu, buat wajah halusan huaaaaaaaaaaa ",4.3
 clerica angela ," Bagus!!! Oil tp ga lengket. Nyaman bgt dipakenya. Bikin kulit wajah terasa lembab keisi gt tp ga berminyak. Kaya jd kenyal gt kulitnya keiisi. Bagus bgtt. Kalo mau make up pagi2, pake ini malemnya krn kulitnya jd bgus bgt buat di make up ",5.0
 Milda_Aulia Eriyana ," Ternyata kicik ukurannya yaampun kahet sih, banget semoga cocok dari reviewnyaa yang bikin melembabkan karena kandungan oilnya yang cocok di kulit wajah aku ",4.3
 Priscilla Viando ," AAAAKKKKKKKK my holy grail! Udh repurchase lebih dari 5 kali, i guess???!! Walaupun agak pricey tapi bagus banget pokoknya titik. Selama pakai face oil ini aku jadi jarang jerawatan, beruntusan dan kemerahan di wajah juga memudar. Salah satu skincare yang kalian wajib punya! ",5.0
 Hanny S ," packaging rapih dan sesuai pesanan barangnya. uda berapa kali reorder ini karna hasilnya bagus banget buat kulit sensitive, kulit lebih glowing dan halus. ",5.0
 Annisa Dinda Soraya , Sukaa bgt setelah sebelumnya pake bi0 oil skrg nemu yang lebih pas dan cocok. Baunya enak bgt jadi kayak sekalian buat aroma therapy dan kalo dipake sebelum tidur bikin muka plumpy pas bangun! ,3.8
 Yesica Paramitha ," Oke banget, salah satu holy grail.. campurin ke moisturizer fav jdi oke bgt kulit jdi lbh mulus, brutusan jdi berkurang, sm buat anti aging jg secara umur dah mau 30 mesti bgt ada produk ini ",4.8
 Stella Tedja ," Best local facial oil! Teksturnya cair, mudah meresap, melembabkan kulit, membuat kulit cerah. Walaupun produk lokal, tapi produk ini selalu menjadi ada di skincare-ku setiap harinya. Super love! 💕💕 ",4.8
 carissa ardina ," Honestly suka banget sm oil ini, one of my holy grail. My skin never been in this best condition sebelum pake oil ini, jerawat and texture jadi lebih ke control. Moisturizing juga tp ga berat buka oily skin.   ",5.0
 Shel - ," beneran holy grail sihhhhh ini oil works like magicc!! awalnya ragu mau nyobain krn kulitku kan oily ya, kirain bakal makin berminyak trnytaa dia nyerep loh ke kulit dan pas dipake ga greasy sama skli malah bgun tidur auto glowingg klo malemnya pake oil ini  ",5.0
 vonny von , sebelumnya uda beli yang ukurn 10ml buat coba2 dulu ternyata cocok!! jadi repurchase lagi ukurn besar. suka bngt sih pake ini.. ❤️❤️ skrg jadi nyobain phyto ,5.0
 Cindy linardi ," Bagus banget, pas dipake ke muka lembut kenyal dan bekas jerawat pelan2 hilang. Sangat2 direkomendasi buat yang wajahnya jerawatan atau banyak bekas jerawat ",5.0
 Stepanie Sutanto ," Coba coba pas liat d counter Sociolla, ternyata bener2 enak buat lembab in kulit, nggak sticky asal pakenya digosok dulu d tangan lalu ditempelin ke muka, bekas jerawat pas hamil juga pelan2 memudar ",5.0
 CATHLEEN CHANDRA ," Awalnya aku pikir muka berminyak dikasih oil ga bakal ngefek banyak, eh ternyata setelah dicoba, udah baunya relaxing banget, mana bagus banget buat kurangin jerawat 🥲 bruntusan juga ikut berkurang. Ajaib bangett! Tapi emang harganya agak pricey sih  ",4.5
 vella prastian ," Efek setelah pemakaian satu bulan, wajahku lebih cerah ",4.3
 Rizka Ramdhani ," Sukaaa! Texture nya, baunya calming banget❤️, gada yg bikin gamau pake lagii. Kadang aku campur ke bodylotion jugaa dipake sblm tidur, pagi pagi lembab bangettt kyk kulit sehat gitu🥺❤️ ",4.5
 ase cdcd , ini bagus bangett buat kuliat acne pronee… dia bisa membersihkan tapi g bkn kulit iritasi. best si produk lokal sbagus ini. wajib bgt buat repurchaseeee ,5.0
 Lilies Aitan ," Ini Yang kedua kalinya aku pake bio beauty lab luxurious, cocok bgt pake serum ini..bikin kulit jd glowing bgt..
Buat kulit kering cocok bgt, kebetulan kulitku cenderung kering tapi pake oil serum ini ga bikin berminyak jg..pokoknya jd glowing deeh..🙏🏼❤️ ",5.0
 Yohana Aritonang ," Awalnya takut gak cocok di muka.. Tapi setelah coba lebih dari 1 minggu, alhasil kulit jd lebih cerah.. Baguuussss bangeeettt produknya & super recomended tuk semua jenis kulit ❤️ ",5.0
 Dhanada Minanis ," Baru join the hype karena disaranin sepupu untuk coba beli ini dan kebetulan ada discount di 12 12 kemarin. Super melembabkan dan muka auto kenyal bgt pake ini. Aku juga cobain dicampur sama lotion kaya yang disaranin orang-orang, dan emang beneran jadi lembab dari dalam gt kulit kita eventhough udah dibilas air atau sabun. Tapi sayangnya, kalau dicampur product-product tertentu, wangi si oil ini malah jadi agak amis gitu. ",4.5
 Safana Nadhira ," aku gak ngerti bagus bat sumpah ini face oil, bikin lembab dan glowing mudarin bkas jerawat juga, and pori"" mengecil, aku jadiin moisturizer , kalo malem step terakhir kalo pagi sebelum sunscreen, ini dicampur foundation juga jadi mantep foundation nya jadi full cover, lebih nempel juga foundinya, dan pastinya pas make foundi jadi lebih glowi, dan gak terlalu mate soo i really recomend this product. kurang nya cuman satu ajaaaaaaa, harganya itu lhooo mahalll, tapi ya emang awettt banget sihhhh padahal aku pake pagi malem tapi tetep awet bangetttt ngett deh jd kalian must try this product ",4.5
 Joy Megan ," Ini second purchase, sebelumnya aku beli yg kecil. Actually ini salah satu produk yg efeknya cukup lama buat aku sih. Tapi yg membuat tetep yakin second purchase adalah karena kulit memang lebih plumbing dan moist. Dann, pertama beli ini saat kulitku full breakout (karena salah treatment), dan ini bukan yang langsung mengempeskan ya, tapi memang jerawatnya lebih calming. Dan hemat sih karena cuma pakai oilnya sedikit tapi bisa se wajah <3 ",4.5
 Yunita Evi ," oil serum favorit ku! Pertama kali cobain karna ke racun di ig banyak yg pake katanya bagus banget?
Ternyata pas aku pake seminggu an lebih udah lmyan kerasa hasilnya, biasa aku campur pake moisturizer biar lebih meresap deh, atau biasa kalo pas lagi ada jerawat muncul gitu langsung aku pake in oil ini langsung bs kempes deh, keren pkoknya !  ",4.8
 resinta eva , teksturnya setelah diaplikasikan ke wajah lumayan tidak bikin nyaman. wajah menjadi glowing dan terlihat sehat saat memakainya semalam dan bisa digunakan untuk memijat wajah ,4.5
 Rachel Laurelia , Face oil yang lagi hype banget sekarang dan akhirnya teracun untuk cobain. Beli yang ukuran 5 ml karena harganya pricey banget untuk sebuah oil tapii bagus banget ternyata buat makeup lebih nempel 😉 ,5.0
 Sarah Izzatul ," Aku kurang suka sama bau nya, terlalu nyengat. Dan karena ini face oil jadi ya lengket dan berasa banget kalau pakai. Mungkin yang kulit nya kering akan lbh suka pake ini. Jujur jadi ga rutin pake nya karena kurang pas sama texture nya ",3.8
 Desty Ani ," baguss bangettttt buat melembabkan kulit, lumayan mencerahkan, walaupun harganya agak pricey dengan isinya yang sedikit tapi worth it to buy, ♥️♥️♥️♥️ ",5.0
 friska wijaya , The best pokoknya ini. Cocok banget si buat kulit yang kering kerontang. Hasilnya sebagus itu. Muka jadi ga kering lagi dan glowing pokoknya ❤️❤️❤️❤️❤️❤️❤️❤️❤️ ,5.0
 Wenhy Feryan ," effectiveness : belum dirasakan
packaging : kaya serum biasanya, botol kaca dan pipet,
Texture : karena oil, teksturnya tentu lebih berminyak, tapi saat diaplikasikan ke wajah, ga berasa berminyak banget, biasa aja..
dan wanginya itu ya ampun... luv...
harga : sedikit mahal, hahaha ",4.0
 Myra Karaniya ," Packagingnya imut bgt,travel friendly! Kalo performa mah gak usah diraguin lagi. Gak perlu pake moisturizer lagi udh bikin wajah auto lembab semalaman!. Besoknya kulit terasa fresh dan matte tapi ttp lembab dan terawat. Kandungannya juga bener2 dewa bgt utk setiap permasalahan kulit terutama skin barrier<33 ",4.8
 Liana Aurelia ," ngga pernah suka pake oil tapi yang ini holy grail banget! dipake malem2 paginya kulit muka keliatan sehat banget, glowing, dan lembab. walaupun harganya lumayan tapi worth it kok dan pake dikit aja udah ngaruh banget buat gue jadi bisa hemat <3 ",5.0
 Tiffani Claudia ," udah pake ini beberapa bulan, dan turns out cocok cocok aja di kuliku. Jadi jarang banget timbul jerawat akhir akhir ini. Muka jg berasa jd lembab ga keringg. ",4.8
 Eriana LcfZ , Aku pribadi suka pakai oil Skintific ini buat dijadiin primer sebelum make up. Bikin area kulit yg dry tidak terlalu crack ketika pakai make up seharian. Aroma oilnya cukup familiar   sih menurut aku . Aku cuma pakai 4 tetes buat keseluruhan muka dan uda terasa cukup untuk mengunci kelembapan setelah pakai moisturizer. Packagingnya dari botol kaca yg tebal kokoh plus mewah gitu. Sizenya aja yg terlalu kecil sih karna cuma 10 ml semoga aja Skintific bisa ngeluarin size yg lebih besar kayak moisturizernya .  ,4.5
 Alya Nabila ," Aslii ini baguss beneran, tipe kulitku yang super oily sensitif kesenggol dikit kl ga cocok lngsng muncul musuh terbesar, tapi ini walaupun “oil” tapi ga bikin kulit yg jadi bermasalah, malahan niih ya membantu buat memperbaiki masalah kulit kayak kemerahan di kulitku dan ngempesin jerawat, aku pake tiap malem, baru beli udah mau abis:( worth the money gais!! ",5.0
 Tjok Putri ," baru nyoba beberapa hari sih tapi aku bisa nilai untuk effectiveness sama kaya face oil lainnya bikin muka glowy dan moisture extra, cuma kurangnya oilnya stay diatas kulitku, setelah beberapa jam gitu pas kulit dipegang masih kerasa oilnya but i dont mind sih soalnya kulitku kering dan aku suka dewy look, selama gak bikin break out aku nilai bintang 5 karena harganya cucok bangett (afaik ini face oil paling murah diantara yang lain). buat yang kulitnya normal to dry boleh dicoba banget ",5.0
 anisaul indah ," wanginya buseeeetttt nenangin banget enak parah, nggak to much, wangi yang mahal. packaging nya mewah banget tapi isinya dikit dan pricey :""). pakai sebelum make up biar make lebih dewy dan nempel ",3.3
 tika putri , Ini face oil ke sekian yang aku coba. Salah satu face oil yang ringan teksturnya. Tinggal pake 2 tetes udah cukup banget buat sewajah. Aromanya enak dan biasanya aku pake pas wajah lagi kondisi normal ga jerawatan atau bruntusan. Dipake malam hari besoknya berasa lebih sehat wajahnya. ,4.3
 Berylliani Utami ," oil tapi gak berat, padahal kulitku tergolong normal-oily.. ini bagus banget buat nambahin perawatan untuk jaga kelembapan kulit ! udah pembelian botol ke 2.. wangi nya soft enak ",5.0
 Dee Octivina ," Nyobain ini karena penasaran. Harga sedikit lebih mahal dibanding merk lain karena cuma dapat 10ml. Masih belum liat efek lain selain bikin lembab kulit. Tekstur lebih ringan dibanding face oil aku yang lain. So far nyaman² aja sih dipake, cuma mungkin akunya yg over expectation 😅 ",4.0
 Alissa Nurfathia ," Awalnya cuma iseng nyoba, tapi bagus banget ternyata. apalagi kalau dipakai barengan sm moisturizer, asli euy glowing banget. selain itu jg lumayan memudarkan bekas2 luka ",5.0
 Azizah Novianti ," ini pertama kali nya aku pake face oil nya skintific, belum terlalu kelihatan sih ngaruh nya di aku apa. yaa semoga aja aku secepat nya kelihatan hasil dari penggunaan face oil ini. ",5.0
 Ika Kurnia , Beli ini buat booster moisturizer soalnya muka lagi iriatasi abis over exfoliasi. Tadinya rada underestimate tapi wow works bangett muka yang iritasi jadi ga perih lagi dan kemerahan berkurang. Plusnya face oil ini ringan lho buat kulit saya yang oily dehidrasi dan lagi sensitif ini cocok banget hidrasi nya bagus tapi ga berat di wajah. ,4.0
 Dian Mitha , cocok bgt buat kulit wajahku yang kombinasi. ga bikin oily malah bikin lembab. Fyi dipake setelah cream malam yah biar bsk pagi wajah glowing dan sehat 😍 ,5.0
 no no ," Awalnya bingung ini kapan dipakenya, gimana cara mengaplikasikannya, dan apa manfaatnya. Setelah nyari tau, akhirnya make ini bareng dengan moisturizer, dicampur di tangan sebelum dipake. Hasilnya bikin lebih melembabkan ",5.0
 Natalia Angreini ," Me likey... Texture nya ringan dan cepet menyerap, terus wanginya enakkkkk banget mild gitu... Masalah kulit aku dehidrasi, acne prone dan sensitive... Ini salah satu produk yang oke dan ga bikin breakout...  Masi perlu dipakai lebih lama untuk tau efek jangka panjangnya..  ",4.5
 Irene Yudela , efek dikulitku sebenarnya lembab aja terus langsung bikin glowing abis dipakai. termasuk nenangin dipakai karena ada aromaa flower herbal gitu tapi ga tajem jadi masih nyaman banget ,3.8
 Jeni Tassa ," teksturnya ringan, walaupun face oil tapi ga berasa yang berat dan berminyak banget. wanginya lumayan enak. semoga pemakaian cukup lama ada efeknya dikulit wajah yang kering. ",4.8
 Jesslyn Elvina , skintific emg gilaaaa bgttt bagusnya! semua produknya gaada yg gagal! aku biasanya ga cocok sm per oilan krn tipe muka yg oily. cuma ini pas dipake paginya glowing dn ga bikin jerawatan ,4.8
 Sandra Jessop ," baunya enak bgt, bikin kulit jadi glowing dan lembab. cukup 1 tetes aja setelah skin care aku, wow auto sehat banget kulitku kenyal dan smooth banget. ",5.0
 Agistya Pratiwi ," Jadi aku pakai oil ini sebagai skin prep ku sebelum my wedding day. Karena too much skin care bisa bikin makeup pas wedding day jadi gak nampol dan jelek. Tp gak mungkin jg kalau aku sama sekali gak pakai skin care karena aku pengen kulitku ada di keadaan terbaikku, aku memutuskan pakai skin oil ini. Dan hasilnya SPEKTAKULER! Kulitku super plumpy, hydrated dan sehat. Terus make up di muka ku keliatan bagus bgt, tahan lama, no crack at all dan flawless glassy look skin gitu pokoknya the best-!!! ",5.0
 azizah harahap ," suka banget untuk pake produk ini barengan sama pelembap sebelum tidur.
sebelumnya aku ga pernah pakai oil krn khawatir nambah masalah, ternyata produk ini ngelindungin dari kering karena ac. ",4.5
 neha aura , bagus kalo kulitku lagi kering banget dan mau makeup ini oke. cuma selain ngelembabin aku gak liat ada perubahan sih tapi claimnya oke juga. harus hati hati jg pakenya ,4.0
 navita daivi ," buat muka berminyak pakenya dikit2 aja, biar maksimal hasilnya bisa d campur sama moisturizer or hand body ckup kasih 2-3 tetes ke masing2,, pemakaian rutin bisa dpt kulit glowing d muka ✨ ",4.3
 Ratna Furi Handayani ," Memakai ini membuat wajah terasa lebih lembab.  Untuk kulit wajah saya yang kering, facial oil ini sangat membantu.  Selain itu, baunya juga enak. Worth to buy ",5.0
 Putri Khalisah ," packagingnya lucu, mungil, travel friendly💯 tapi buat efeknya so far aku belum ngerasain ada perubahan yang signifikan sih… so🤷‍♀️ yaa b aja lah ya, its not bad but its not good either (well at least for me)  ",4.0
 d s ," BAGUS BANGET! Memperbaiki tekstur mukaku, sering kupakai sebelum pakai makeup, buat makeupku jadi terlihat lebih cakeppp. Pemakaian untuk siang hari ga aku rekomen  ",4.3
 Ana Ilmanian ," Aku pake nya barengan moist biar lebih lembab dan hasilnya lebih oke. Memang ngga instan, tapi setelah beberapa minggu muka jadi lebih kenyal, bangun tidur ngga minyakan juga ",4.3
 Vania Trixie ," aku pakenya selalu dicampur ke moisturizer dan jujur selalu ngerasa lebih cerah tiap pake oil ini, tapi sayangnya di aku dia nimbulin jerawat baru🥲 i think ini lebih cocok dipake sama yang kulitnya memang nggak ada permasalahan jerawat kaya aku ",4.3
 putri kirana ," Ga cocok, seminggu pakai keluar bruntusan dan makin gatel2 kalau pakai.. Huhuhuhuuu, padahal pakai moisturizer nya aman banget terus2an sampai sekarang... Ga lanjut pakai lagi di wajah, pakainya untuk tangan aja jadinya... ",3.3
 Jenail Prilly ," sekalipun muka aku berminyak oke-oke saja pakai ini, cuma saya aplikasikan dicampur dengan moisturizer jadinya bikin wajah kelihatan sehat dan plumpy. gak yang kelihatan berminyak banget bila dipakai lama. ",5.0
 king arthur ," Tekstur: belum nyobain
Daya serap: belum nyobain
Efektivitas: belum nyobain
Baru mau nyoba, review nya sih bagus... semoga cocok
Adminnya ramah, balas chat jg cepat
 ",5.0
 Fhyrshany ibrah ," buat muka yang kering skincare oil-based ini emg bener2 ngebantu sih 
texturenya yg oil ga bikin muka jadi minyakan tp dia ngebuat kadar minyaknya seimbang gt lo, suka banget klo lg di tmpt dingin trs pke ini jadi ga kering  ",5.0
 Safira Putri ," Facial oil yang mengandung 9 jenis natural oil antara lain: jojoba, squalane, shea butter, macademia, rosehip, sunflower seed, marula, camelia, white chia seed. Perpaduan yang bagus untuk tipe kulit keringdan selama make ini sebelum tidur (full AC), paginya muka kerasa lembab.  ",4.8
 fafa kamila ," jatuh cinta bgt sama oil product ini! bener bener sesuai sm namanya, booster. tipe kulitku normal to dry, kalau pake ini di step terakhir sebelum tidur bsk paginya kulit jd kerasa jauh lebih lembab & lembabnya tahan bahkan setelah dibilas air/cuci muka. ",5.0
 Dea Tarigan ," face oil yg cukup ampuh buat melembapkan wajah, tp nggak bikin kulit terasa berminyak. cocok banget kalo digabungin sama moisturizer biar wajah makin glowing & sehat ✨ ",3.8
 Sucy Fitriana ," Ini pembelian yang ke 2, pemakaian botol pertama bagus bgt di kulit bikin kenyal dan glowing buat muka ku yang tipe nya dry skin ini. Tapi pemakaian botol kedua, gatau kenapa gak ada efek dan jadi biasa aja.  ",4.0
 yossy uni ," i bought this coz the their creamidea moisturuzer is not enough for my dry skin. this is a light oil almost watery. with quite a strong scent for me. i mix one drop with the moisturizer in the morning and it does help to give more hydration. pretty basic, but it does the job. ",3.3
 Tiffany Wignjoatmodjo ," menurut aku facial oil dari skintific ini cukup okay, aku pake di pipi karena emang cheeks ku super dry, dan emang melembabkan product ini, tapi mungkin kalo untuk redness biasa aja sih, tapi tetep okay kok ✨ ",4.5
 yosi yosi ," baru dipakai 2 kali, so far oke, teksturnya tidak terlalu oily,  lmyn enak dikulit. saya pakai malam hari dan bangun apgi mukanya jd lembab, tp tidak oily ",4.0
 sita fahraeni , Dipake karna kulit normal cenderung kering. Jadi after semua skincare aku pake ini trs baru pake sunscreen. Holygrail banget dan pasti banget deh akan repurchase produk ini ,5.0
 yennie hardi , Face oil katanya gak cocok buat muka berminyak ini bagus sekali dimuka aku melembabkan dan harganya terjangkau buat pecinta skin care bisa dipakai tiap hari ,5.0
 Athaya shafira , Skintific barrier booster vitamin C ini emang bagus sih bikin kulit terhidrasi dan jadi glowing tapi sayang kenapa harus mahal sih harganya agk sedih sih ,4.8
 Aulia Ayuningtyas ," drpd oil ini aku lebih milih pakai oil2 biasa sih semacam argan oil/rosehip oil. ini dia namanya memang oil tp sama sekali ga berat dan cepat ngresap. bagiku yg biasa pakai argan oil sebagai last step skincare, tekstur oil skintific ini kurang nampol sih, dia lebih mirip kyk moisturizer aja gitu. kurang bs kasi efek glowing ke muka juga. harganya jg agak mayan yah utk isi yg cm seiprit 10ml ",4.0
 Anindya Nariswari , ini bagus even dia minyak tapi minyaknya ga ganggu karna gak terlalu basah dan dia bisa dipakai kapanpun dan denan apapun baik toner atau serum jadi fleksibel ,4.0
 monica valencia ," Bagus udah botol ke 2  , kadang aku campur sama foundation biar ga dempul . Bagus banget kulit jadi sehat . Harga ny masih affordable . Rekomen banget si  ",5.0
 nynaeve almaera ," SKINTIFIC Barrier Booster Facial Oil luar biasa! Kulitku jadi lembut dan terhidrasi dengan cepat. Packagingnya praktis, tutupnya anti-tumpah. Wanginya enak dan nggak lengket. Beneran nambah mood skincareku setiap hari! ",5.0
 Hana Nabila ," COCOK BANGET!! Baru beberapa hari udah bisa bikin wajahku yang kering (kombinasi) di beberapa bagian wajah jadi lembab, kualitasnya gak mengecewakan padahal cuma pake dua drop ",5.0
 Dee Permata , udah 2x repurchase dan efektif bikin kulit ga kering...sehydrating itu sih! wanginya juga lembut dan meskipun ini oil tp ngga bikin berminyak abis dipakenya. must have! ,5.0
 indah lestari ," Gak nyangka ternyata cocok pake oil oilan di muka. Karna muka ku termasuk yg oily, pake ini beruntusan di jidat jadi berkurang. Percaya gak?!!! Awalnya jg ragu tp emg bener kok no tipu tipu bestie  ",4.5
 agnes agnes ," face oil tapi gak lengket gak bikin berminyak cuman semaleman kulit besoknya jadi glowing dan halus, teksturnya lebih kayak serum pada umumnya sih nice ",4.0
 vella violetta , pake ini rutin bisa dicampur moisturizer atau setelahnya moisturizer. hasilnya lebih melembabkan lagi dan membuat wajah halus apalagi waktu bangun tidur. wajib cobaa!!! ,5.0
 Sophie Fitri , lumayan bgt buat kulit kering aku jadi lembab pakai stiap malam dibarengin dengan serum dan cream sesudah facial wash white trufle dan toner skintific juga hehe packaging imut dan beling bkin kualitas terjaga masih travel friendly ya karna kecil ukuranya bagus bgt ini lembab bgt ,4.5
 Verlynshia Thiara , Biasa males banget pake face oil karena muka jadi minyakan + ada chances bisa beruntusan.. tapi ini face oil holy grail banget!! teksturnya sangat light dan cepet nyerap di kulit🥹 ,5.0
 Fadhilah Wijaya , Udah repurchase 2x karena cukup 2-3 tetes untuk seluruh wajah. Cocok buat kulit kering dan sensitif somehow ini calming ketika kulit lagi kambuh kering dan semsitifnya ,5.0
 Meytia Audiahizrianti ," using this less than week, my skin but better, i love it!! i mixed it with skintific moisturizer and used every morning and night. Has good smell so i find it enjoyable ",5.0
 Putri Pardede ," Faceoil inii okeyy banget dari segi harga kalo di bandingin sama bio*** hahaha tapii finish nya samasama bagusss, menurutku lebih okey ini dari segi harga tentunyaaaa ",5.0
 Fadiya  , Face oil yang bagus banget walaupun dipake di pagi hari dan gak bikin kelihatan kucel dan greasy. Efek hidrasinya terasa dan cukup bagus untuk ngelock tahapan skincare sebelumnya. Highly recommend! ,4.5
 Rebecca Martha ," One of the best face oil I’ve used, moistened my combination skin but also quickly absorb. And the pricing is very affordable compare to other face oil I’ve used. ",4.8
 Ratna S Irawan ," Face oilnya  cukup melembabkan muka yang oily combo, bangun pagi muka berasa lebih lembab dan segar. Jangan dipake siang ntar bakal gumoh minyak bagi yang berminyak ",4.8
 zulma rumaisha , Baru pertama nyobain sih baru hari ketiga yg jelas di kulit jd kerasa bgt dan tambah lembab bikin halus tp baru hari ke tiga jd blm keliatan jelas efek dr pemakaiannya yg signifikan ,5.0
 Jessika Oktavia , ini bagis gaisss mempercepat perbaikan skim barrier aku yg rusakkkk aku pakeeeee iniiii uah lamaaaaa dan bagussss bangeggggtgt ga bakal nyeeselllll.kaliann ,5.0
 Sy sy ," pertama kali pakai sudah suka, wanginya, texture, dan kemasan cantik. Baru pemakaian kedua, jadi belum tahu hasilnya，semoga membuat kulitku awet muda..☺️😍  ",5.0
 Putri Cahyani ," Masih baru ini di cobaa, teksturnya oil tapi gak yang pekat gituu jadi gak yg oily berminyak gituu, pake dikit aja udah cukup buat sewajah, sejauh ini efeknya bikin kulit tambah lebih lama lembabnyaa, enak dipake klo malam aja ",3.8
 cecileee  ," agak kaget sih sama teksturnya setelah didiemin beberapa menit sebelum makeup (utk dry and mature skin). halus banget gak bikin jadi kilang minyak, gampang nyerap dan wanginya enak ",4.5
 Shella Febiana ," Aku pakai ini ku campur dengan moisturizer 2 drops aja di setiap night skincare, pas bangun tidur kulit jd kenyal bgt. Di bagian2 yg kering kayak bawah hidung dan di tepi bibir sangat memoisturize. ",4.8
 dimas d ," Produknya cukup terjangkau dan wanginya juga enak. Cuma saya ga tau efeknya apa, karena setelah pemakaian hampir 2 bulan seperti tidak ada efek apa2 di saya. ",4.3
 Dita R ," beeebb asli ini enak banget banget, ini facial oil lokal favorit gue sejauh ini. baunya enak bangetttt, teksturnya juga enak kalo dicampur sama moisturizer beneran lembab nampollll ",5.0
 in your  area ," Face oilnya skintific ini ringan loh, maksudnya bukan oil yang berattt gitu diwajah, jd cepet nyerap Face oilnya skintific ini ringan loh, maksudnya bukan oil yang berattt gitu diwajah, jd cepet nyerap dan bikin glowing ",5.0
 Cindy Djaya , Membuat muka glowing dan nampak halus apalagi dicombine dengan skincare skintific lainnya. Recommended to use after all skincare done. Will keep buying.  ,5.0
 jaringan mitrae ,  we are going with a new house and will have no time for it too much but i can we can go back in the morning and get the one thing and get it together for a little  ,5.0
